,summary
33563,2
33564,4
33566,1
33568,5
33569,3
33570,2
33571,4
33572,1
33573,2
33574,1
33575,3
33576,2
33577,4
33578,1
33579,1
33580,1
33581,1
33582,2
33583,1
33584,1
33585,2
33586,1
33587,1
33588,1
33589,2
33590,2
33591,3
33592,4
33593,2
33594,2
33595,2
33596,3
33597,1
33598,1
33600,2
33602,1
33603,2
33604,2
33605,1
33606,5
33607,2
33608,3
33609,5
33610,1
33611,3
33612,2
33613,4
33614,2
33615,3
33616,2
33617,4
33618,1
33619,3
33620,2
33621,3
33622,2
33623,1
33624,4
33625,1
33626,5
33628,4
33629,1
33630,2
33631,3
33632,1
33633,1
33634,2
33635,1
33636,2
33637,5
33638,1
33639,1
33640,1
33641,1
33642,1
33643,1
33644,3
33645,3
33646,1
33647,3
33648,1
33649,4
33650,4
33651,1
33652,1
33653,2
33654,3
33655,2
33656,1
33657,2
33659,5
33661,2
33662,3
33663,3
33664,2
33665,4
33667,1
33668,1
33669,4
33670,1
33671,1
33672,1
33673,3
33674,4
33675,4
33676,2
33677,2
33678,3
33679,2
33680,3
33681,3
33682,2
33683,5
33684,1
33685,1
33686,1
33687,1
33688,5
33689,3
33690,2
33691,2
33692,2
33693,1
33694,1
33695,1
33696,3
33697,2
33698,2
33699,1
33700,3
33701,1
33702,3
33703,2
33704,1
33705,2
33706,1
33707,2
33708,3
33709,1
33710,2
33711,1
33712,2
33713,1
33714,3
33715,1
33716,3
33717,2
33718,3
33719,1
33720,1
33721,3
33722,5
33723,1
33724,1
33725,2
33727,2
33728,2
33729,2
33730,1
33731,1
33733,4
33734,3
33735,1
33736,4
33737,1
33738,4
33739,2
33740,3
33741,4
33742,2
33743,3
33744,5
33745,2
33746,3
33747,3
33748,4
33749,2
33750,1
33751,3
33752,1
33753,1
33755,4
33756,2
33757,2
33758,2
33759,2
33760,4
33761,1
33762,1
33763,1
33764,3
33765,3
33766,5
33767,1
33768,1
33769,1
33770,2
33771,2
33772,2
33773,5
33774,1
33775,1
33776,1
33777,5
33778,1
33779,1
33780,3
33781,1
33782,1
33783,4
33784,1
33785,2
33786,3
33787,1
33788,1
33789,2
33790,4
33791,1
33792,1
33793,2
33794,4
33795,1
33796,1
33799,3
33800,3
33801,5
33802,2
33803,1
33804,3
33805,1
33806,2
33807,4
33808,3
33809,1
33810,3
33811,2
33812,3
33813,4
33814,1
33815,2
33816,2
33817,1
33818,1
33819,1
33820,2
33821,5
33822,4
33823,2
33825,1
33826,4
33827,1
33828,4
33829,3
33831,1
33832,3
33834,2
33835,1
33837,4
33838,3
33839,2
33840,4
33841,5
33842,1
33843,3
33844,4
33845,1
33846,3
33847,3
33848,1
33849,3
33850,2
33851,2
33852,1
33853,3
33854,4
33855,1
33856,4
33857,2
33859,2
33860,3
33861,1
33862,2
33863,2
33864,1
33865,2
33866,4
33867,1
33868,5
33869,1
33870,4
33871,2
33872,1
33873,3
33874,1
33875,3
33876,1
33877,1
33878,2
33879,1
33880,1
33881,2
33882,1
33883,1
33884,2
33885,1
33886,1
33887,3
33888,5
33889,2
33890,1
33891,3
33892,2
33893,3
33894,1
33895,2
33896,3
33897,2
33898,2
33900,3
33901,1
33902,4
33903,1
33904,2
33905,1
33906,4
33907,2
33908,3
33909,2
33910,3
33911,1
33912,1
33913,1
33914,2
33915,1
33916,3
33917,2
33918,4
33919,1
33920,2
33921,1
33922,1
33923,5
33924,1
33925,1
33926,5
33927,5
33928,1
33929,1
33930,1
33931,4
33932,2
33933,5
33934,2
33935,2
33936,3
33937,4
33938,2
33939,5
33940,3
33941,3
33942,1
33943,2
33944,2
33945,1
33946,3
33947,2
33949,2
33950,5
33951,2
33952,5
33953,2
33954,1
33955,1
33956,3
33957,2
33958,1
33959,1
33960,2
33961,3
33963,2
33964,4
33965,3
33966,2
33967,2
33968,3
33969,1
33970,2
33971,3
33972,3
33974,4
33975,1
33976,3
33977,1
33978,2
33980,5
33981,1
33982,1
33983,2
33984,1
33985,1
33986,4
33987,2
33988,1
33989,3
33990,1
33991,1
33992,2
33993,1
33994,5
33995,1
33996,4
33997,3
33998,1
33999,1
34000,1
34001,1
34002,1
34003,1
34004,2
34005,1
34006,2
34007,5
34008,2
34009,2
34010,1
34011,1
34012,4
34013,1
34014,3
34015,3
34016,1
34017,2
34018,3
34019,4
34021,1
34022,1
34023,1
34024,2
34025,1
34026,3
34027,2
34028,1
34029,4
34030,1
34031,2
34032,1
34033,1
34034,1
34035,3
34036,3
34037,1
34038,3
34039,3
34040,1
34041,3
34042,3
34043,3
34044,5
34045,1
34046,3
34047,2
34048,2
34049,2
34050,2
34051,4
34052,5
34053,2
34054,2
34055,1
34056,2
34057,1
34058,1
34060,2
34061,1
34062,2
34063,3
34064,2
34065,1
34066,2
34067,2
34068,5
34069,1
34070,2
34071,1
34072,2
34073,4
34075,2
34076,4
34077,1
34078,2
34079,1
34080,2
34081,1
34082,2
34083,2
34084,4
34085,1
34086,3
34087,2
34088,2
34089,3
34090,3
34091,4
34092,2
34093,1
34094,1
34095,4
34096,2
34097,3
34098,1
34099,1
34100,3
34101,5
34102,3
34103,2
34104,1
34105,1
34106,1
34107,2
34108,2
34109,2
34110,2
34111,2
34112,1
34113,1
34114,2
34115,1
34116,4
34117,1
34118,1
34119,2
34120,1
34121,2
34122,1
34123,1
34124,2
34125,4
34126,2
34127,1
34130,2
34131,2
34132,4
34133,5
34134,1
34135,1
34136,2
34137,2
34138,2
34139,2
34140,4
34141,1
34142,3
34143,5
34144,5
34145,2
34146,2
34147,1
34148,1
34149,1
34150,4
34151,1
34152,5
34153,4
34154,3
34155,2
34156,1
34157,1
34158,3
34160,3
34161,1
34162,1
34163,1
34164,1
34165,1
34166,3
34167,1
34168,2
34169,5
34171,2
34172,1
34173,3
34174,2
34175,2
34176,4
34177,1
34178,2
34179,1
34180,2
34181,2
34182,2
34183,1
34184,5
34185,2
34186,2
34188,1
34189,1
34190,2
34191,2
34192,1
34193,1
34194,5
34195,2
34196,2
34197,1
34198,1
34199,1
34200,1
34201,4
34202,2
34203,1
34204,2
34205,2
34206,3
34207,2
34209,1
34210,3
34211,3
34212,1
34213,3
34214,2
34215,5
34216,3
34218,2
34220,3
34221,1
34222,3
34223,3
34224,1
34225,1
34226,4
34227,3
34228,2
34229,3
34230,5
34231,5
34232,3
34234,2
34236,3
34237,1
34238,1
34239,1
34240,2
34241,3
34242,1
34243,1
34244,2
34245,3
34246,2
34247,5
34248,3
34249,3
34250,1
34251,3
34252,1
34253,2
34254,3
34255,3
34256,1
34257,4
34258,1
34259,1
34260,5
34261,2
34262,5
34263,5
34264,2
34265,1
34266,2
34267,2
34268,2
34269,1
34270,2
34271,1
34272,3
34273,1
34274,1
34275,4
34276,3
34277,2
34278,2
34279,2
34280,2
34281,3
34282,4
34283,1
34284,4
34285,1
34286,1
34287,1
34288,4
34289,3
34290,1
34292,4
34293,2
34294,4
34295,3
34296,2
34297,3
34298,4
34300,5
34301,2
34302,1
34303,4
34304,1
34305,4
34306,1
34307,1
34308,4
34309,2
34310,1
34311,1
34312,2
34313,3
34314,1
34315,3
34316,3
34317,1
34318,2
34319,2
34320,2
34321,1
34322,4
34323,1
34324,2
34325,1
34326,3
34327,1
34328,3
34329,1
34330,2
34331,1
34332,1
34333,1
34334,3
34335,1
34336,3
34337,4
34338,1
34339,2
34340,3
34341,2
34342,1
34343,1
34344,1
34345,4
34346,1
34347,2
34348,2
34349,4
34350,2
34351,2
34352,3
34353,1
34355,1
34356,2
34357,5
34358,3
34359,1
34360,2
34361,1
34362,4
34363,1
34364,4
34365,3
34366,4
34368,2
34369,1
34370,4
34372,2
34373,2
34374,2
34375,1
34376,3
34377,3
34378,3
34379,2
34380,1
34381,2
34382,1
34383,3
34384,3
34385,2
34386,2
34388,1
34389,5
34390,3
34391,3
34392,3
34393,2
34394,4
34396,1
34397,5
34398,1
34399,2
34400,5
34401,1
34402,1
34403,2
34404,1
34405,1
34406,2
34407,3
34409,2
34410,2
34412,1
34413,2
34414,3
34415,1
34417,1
34418,3
34419,1
34420,4
34421,3
34422,2
34423,3
34424,4
34425,2
34426,2
34427,1
34428,1
34429,3
34430,1
34431,1
34432,2
34433,3
34434,2
34435,3
34436,5
34437,3
34438,3
34439,4
34440,1
34441,2
34442,2
34443,1
34444,3
34445,2
34446,1
34447,1
34448,3
34449,1
34450,2
34451,1
34452,1
34453,3
34454,1
34455,2
34456,2
34457,2
34458,3
34459,1
34460,5
34462,2
34463,2
34464,2
34465,5
34466,1
34467,5
34468,1
34469,1
34470,3
34471,1
34472,1
34473,1
34474,1
34475,2
34476,2
34477,2
34478,1
34480,1
34481,2
34482,5
34483,1
34484,3
34485,3
34486,2
34487,3
34488,5
34489,2
34490,1
34491,1
34492,2
34493,3
34494,1
34495,3
34496,3
34497,2
34498,4
34499,2
34500,2
34501,4
34502,3
34503,3
34504,2
34505,4
34506,5
34507,2
34508,2
34509,1
34510,3
34512,3
34513,2
34514,5
34515,2
34516,1
34517,1
34518,5
34519,2
34520,2
34521,2
34522,3
34523,3
34524,4
34525,2
34526,1
34527,2
34528,3
34529,3
34530,3
34532,2
34533,2
34534,2
34535,2
34536,3
34537,1
34538,2
34539,3
34540,3
34541,1
34542,2
34543,2
34544,1
34545,3
34546,1
34547,2
34548,3
34549,1
34550,1
34551,2
34552,4
34553,1
34555,3
34556,5
34557,2
34558,1
34559,3
34560,4
34561,3
34562,3
34563,1
34564,1
34565,5
34566,2
34567,1
34568,5
34569,5
34571,1
34572,3
34573,1
34574,1
34575,4
34576,3
34578,3
34579,5
34580,1
34582,3
34583,1
34584,2
34585,2
34586,3
34587,2
34588,2
34589,1
34590,2
34591,1
34592,1
34593,1
34594,1
34595,1
34596,2
34597,1
34598,1
34599,2
34600,2
34601,1
34602,1
34603,4
34604,3
34605,4
34606,1
34607,2
34608,2
34609,3
34610,3
34611,1
34612,1
34613,3
34614,1
34616,1
34617,3
34618,5
34619,2
34620,1
34621,4
34622,2
34623,2
34625,1
34626,4
34627,4
34628,2
34629,1
34630,3
34631,1
34632,4
34633,2
34634,4
34636,2
34637,3
34638,2
34639,5
34640,1
34641,1
34642,3
34643,5
34644,3
34645,1
34646,1
34647,2
34648,2
34649,3
34650,2
34651,2
34652,5
34653,3
34654,1
34655,2
34656,1
34657,1
34658,4
34659,4
34660,1
34662,4
34663,3
34664,2
34665,3
34666,3
34667,3
34668,1
34669,4
34670,1
34671,3
34672,1
34673,3
34674,1
34675,4
34676,1
34677,1
34678,5
34679,1
34680,2
34681,3
34682,1
34683,2
34684,5
34685,1
34686,3
34687,2
34688,1
34689,1
34691,2
34692,2
34693,1
34694,2
34695,5
34696,1
34697,2
34698,1
34699,4
34700,3
34701,5
34702,1
34703,3
34704,2
34705,4
34706,3
34707,4
34708,4
34709,4
34710,3
34711,2
34712,3
34713,3
34714,2
34715,5
34716,4
34717,2
34718,1
34719,4
34720,2
34721,2
34722,3
34723,2
34724,2
34725,4
34726,2
34727,4
34728,2
34729,3
34730,2
34731,3
34732,2
34733,3
34735,5
34736,2
34737,2
34738,5
34739,2
34740,4
34741,2
34742,3
34743,2
34744,3
34745,3
34746,1
34747,3
34748,3
34749,2
34751,1
34752,3
34753,3
34754,4
34755,3
34756,2
34757,2
34758,2
34759,2
34760,4
34761,2
34762,1
34763,1
34764,1
34765,1
34766,1
34767,1
34768,4
34769,5
34770,3
34771,4
34772,4
34773,2
34774,1
34776,1
34777,3
34778,1
34779,2
34780,4
34781,1
34782,1
34783,4
34784,2
34785,2
34786,3
34787,2
34788,2
34789,2
34790,5
34791,2
34792,2
34793,1
34794,3
34795,5
34796,2
34797,3
34798,1
34800,4
34801,1
34802,2
34803,2
34804,1
34805,4
34806,1
34807,1
34808,1
34809,4
34812,1
34813,1
34814,2
34815,3
34816,2
34817,1
34819,3
34820,1
34821,4
34822,2
34823,2
34824,1
34825,2
34826,1
34827,3
34828,1
34830,1
34831,4
34832,3
34833,4
34834,1
34835,4
34836,1
34837,1
34838,1
34839,1
34841,1
34842,2
34843,2
34844,2
34845,1
34846,1
34847,1
34848,2
34849,1
34850,1
34851,1
34852,4
34853,5
34854,3
34855,2
34856,1
34857,4
34858,3
34859,1
34860,1
34861,3
34862,1
34863,2
34864,1
34866,2
34867,4
34868,2
34869,1
34870,4
34871,3
34872,1
34873,2
34874,2
34875,3
34876,4
34877,2
34878,2
34879,1
34880,2
34881,3
34882,2
34883,3
34884,1
34885,1
34886,3
34887,5
34888,3
34889,2
34890,1
34891,2
34892,4
34893,3
34894,2
34895,4
34896,1
34897,1
34898,3
34900,5
34901,5
34902,3
34903,1
34904,3
34905,2
34906,2
34907,5
34908,1
34909,2
34910,1
34911,2
34912,3
34913,1
34914,1
34915,2
34916,2
34917,1
34918,4
34919,4
34920,3
34921,2
34923,4
34924,3
34925,2
34926,5
34927,2
34928,2
34929,2
34930,1
34931,2
34932,2
34933,5
34935,2
34936,4
34938,2
34939,1
34940,1
34941,1
34942,2
34943,3
34944,1
34945,1
34946,1
34947,3
34948,2
34949,2
34950,4
34951,3
34952,3
34953,2
34954,2
34955,3
34956,5
34957,5
34959,2
34960,2
34961,3
34962,2
34963,4
34964,1
34967,5
34968,3
34969,3
34970,5
34971,4
34972,1
34973,5
34974,3
34975,1
34976,4
34977,3
34978,1
34979,1
34980,3
34981,2
34982,2
34983,2
34984,2
34985,1
34986,4
34987,1
34988,2
34989,1
34990,1
34991,1
34992,1
34993,5
34994,1
34995,1
34996,1
34997,1
34998,2
34999,2
35000,2
35001,2
35002,4
35003,5
35004,2
35005,3
35006,4
35007,1
35008,1
35009,5
35010,2
35011,1
35012,1
35013,3
35014,1
35015,1
35016,3
35017,1
35018,1
35019,2
35020,4
35021,2
35022,1
35023,2
35024,2
35025,2
35026,2
35027,1
35028,1
35029,1
35030,2
35031,2
35032,1
35033,4
35034,5
35035,3
35036,1
35037,1
35038,2
35039,3
35040,1
35041,1
35042,1
35043,2
35044,4
35045,2
35046,3
35047,1
35048,2
35049,1
35050,1
35051,1
35052,4
35053,3
35054,3
35055,3
35056,5
35057,4
35058,5
35059,2
35060,3
35061,3
35062,2
35063,2
35064,2
35065,1
35066,4
35067,1
35068,2
35069,2
35070,2
35071,4
35072,1
35073,4
35074,4
35075,5
35076,2
35077,1
35078,1
35079,1
35080,1
35081,1
35082,1
35083,1
35084,5
35085,1
35086,2
35087,1
35088,2
35089,2
35090,4
35091,4
35092,2
35093,5
35094,1
35095,2
35096,1
35097,1
35098,1
35099,2
35100,3
35101,3
35102,1
35103,5
35104,2
35105,2
35106,4
35107,1
35108,5
35109,2
35110,5
35111,1
35112,4
35113,2
35114,1
35115,3
35116,1
35117,5
35118,1
35119,1
35121,1
35122,1
35124,3
35125,2
35126,2
35127,2
35128,2
35129,3
35130,1
35131,4
35132,3
35133,5
35135,2
35136,5
35137,3
35138,1
35139,2
35141,1
35142,1
35143,1
35144,2
35145,2
35146,2
35147,1
35148,2
35149,2
35150,2
35152,3
35153,1
35154,2
35155,3
35156,4
35157,4
35158,1
35159,2
35160,1
35161,2
35162,1
35163,5
35164,5
35165,2
35166,1
35167,1
35168,1
35169,5
35170,1
35171,2
35172,3
35173,2
35174,3
35175,1
35176,1
35177,1
35178,1
35179,4
35180,3
35181,2
35182,3
35183,3
35184,2
35185,5
35186,2
35187,2
35188,1
35190,3
35191,2
35192,3
35193,1
35194,1
35196,1
35197,4
35198,1
35199,1
35200,1
35201,5
35203,1
35204,2
35205,5
35206,3
35207,1
35208,2
35209,2
35210,1
35211,2
35212,2
35213,1
35214,2
35215,2
35216,1
35217,1
35218,5
35219,5
35220,3
35221,5
35222,2
35223,1
35224,1
35225,3
35226,2
35227,1
35228,1
35229,2
35230,2
35231,1
35232,2
35233,2
35234,1
35235,1
35236,1
35237,3
35238,2
35239,1
35240,1
35241,4
35242,1
35243,3
35244,1
35245,2
35246,2
35247,5
35248,4
35250,1
35251,3
35252,1
35253,1
35254,1
35255,2
35256,2
35257,1
35258,4
35259,1
35260,2
35261,1
35262,1
35264,3
35265,2
35266,1
35267,2
35268,1
35269,4
35270,3
35272,1
35273,1
35274,1
35276,1
35277,1
35278,1
35279,1
35280,5
35281,3
35284,2
35286,3
35288,1
35289,2
35290,1
35291,2
35292,2
35293,3
35294,1
35295,2
35297,2
35298,2
35299,3
35300,2
35301,1
35302,2
35303,2
35304,2
35305,3
35307,1
35308,1
35309,3
35310,2
35311,4
35312,4
35313,1
35314,2
35315,1
35316,4
35317,3
35318,3
35319,2
35320,2
35321,1
35322,1
35323,2
35324,2
35325,1
35326,1
35327,5
35328,3
35329,1
35330,1
35331,4
35332,2
35333,5
35334,1
35335,1
35336,3
35337,2
35338,3
35339,1
35340,4
35341,2
35342,3
35343,2
35344,3
35345,2
35346,3
35347,1
35348,5
35349,2
35350,1
35351,3
35352,2
35353,2
35354,3
35355,5
35356,2
35357,3
35359,3
35360,2
35361,2
35362,2
35363,2
35364,1
35365,1
35366,1
35367,1
35368,1
35369,4
35370,1
35371,1
35372,3
35373,1
35374,4
35375,1
35376,2
35377,2
35378,1
35380,1
35381,5
35382,2
35383,2
35384,2
35385,1
35386,1
35387,2
35389,3
35390,4
35391,2
35392,3
35393,2
35394,5
35395,1
35396,4
35397,1
35398,3
35399,3
35400,3
35401,1
35402,1
35403,5
35405,5
35406,2
35407,2
35408,1
35409,1
35410,1
35411,4
35413,2
35414,4
35415,4
35416,1
35417,1
35418,1
35419,1
35420,2
35421,1
35422,1
35423,1
35424,3
35425,1
35426,2
35427,2
35428,3
35429,1
35430,3
35431,2
35433,2
35434,3
35435,2
35436,1
35437,2
35438,2
35439,1
35441,1
35442,3
35443,4
35444,3
35445,1
35446,1
35447,1
35448,1
35449,5
35450,2
35451,2
35452,5
35453,2
35454,3
35455,4
35456,1
35457,1
35458,3
35459,2
35460,2
35461,5
35462,1
35463,3
35464,4
35465,4
35466,2
35467,3
35468,5
35469,1
35470,1
35471,2
35472,4
35473,5
35475,4
35476,2
35477,3
35478,1
35479,1
35480,2
35481,3
35482,1
35483,1
35484,1
35485,4
35486,5
35487,1
35488,4
35489,4
35490,4
35491,2
35492,2
35493,3
35494,3
35495,1
35496,2
35497,1
35498,3
35499,2
35500,2
35501,3
35503,1
35504,1
35505,2
35506,1
35508,2
35509,2
35510,1
35511,2
35512,2
35513,2
35514,3
35515,1
35516,3
35517,1
35518,4
35519,3
35520,5
35521,2
35522,4
35523,1
35524,4
35525,1
35526,3
35527,2
35528,2
35529,2
35530,2
35531,4
35532,1
35533,2
35534,2
35535,1
35538,3
35539,1
35540,5
35541,4
35542,2
35543,1
35544,1
35545,3
35546,1
35547,1
35548,2
35549,5
35550,1
35551,1
35552,1
35553,1
35554,1
35555,2
35556,2
35557,3
35558,1
35559,1
35560,2
35561,2
35562,2
35563,1
35564,2
35565,3
35566,3
35568,2
35569,1
35570,2
35571,1
35572,2
35573,5
35574,1
35575,2
35576,1
35577,2
35578,4
35579,4
35580,1
35581,2
35582,4
35583,3
35584,1
35586,2
35587,3
35588,2
35589,1
35590,3
35591,2
35593,2
35594,1
35595,3
35596,2
35597,2
35598,1
35599,2
35600,3
35601,2
35602,1
35604,1
35605,2
35606,4
35607,3
35608,4
35609,2
35610,2
35611,2
35612,2
35613,3
35614,2
35615,3
35616,3
35618,2
35619,1
35620,2
35621,4
35622,5
35623,4
35625,1
35626,2
35627,1
35628,1
35629,5
35630,2
35631,1
35632,2
35633,3
35634,1
35635,4
35636,1
35637,1
35638,2
35639,3
35640,2
35641,3
35642,3
35643,2
35645,2
35646,1
35647,1
35648,1
35649,3
35651,1
35652,2
35653,1
35654,1
35655,2
35656,3
35657,2
35659,2
35660,1
35661,5
35662,2
35663,5
35664,4
35665,3
35666,2
35667,3
35668,3
35669,4
35670,3
35671,2
35672,2
35673,2
35674,1
35675,1
35676,1
35677,1
35678,1
35679,4
35680,1
35681,2
35682,2
35683,2
35684,5
35685,1
35686,5
35687,1
35688,3
35689,1
35690,3
35691,3
35692,1
35693,2
35694,1
35695,2
35696,1
35697,1
35698,4
35699,1
35700,1
35701,3
35702,2
35703,5
35704,3
35705,4
35706,2
35707,4
35708,4
35709,3
35710,1
35711,2
35712,1
35713,2
35714,2
35715,1
35717,4
35719,5
35720,4
35721,2
35722,5
35723,5
35724,1
35725,1
35726,1
35727,1
35728,4
35729,1
35730,1
35731,2
35732,3
35733,3
35734,1
35735,3
35736,2
35737,4
35738,2
35739,1
35740,2
35741,4
35742,1
35743,1
35744,1
35745,2
35746,4
35747,2
35748,1
35749,2
35750,1
35751,1
35753,4
35754,1
35755,2
35756,4
35757,4
35758,2
35759,5
35760,1
35761,4
35762,3
35763,3
35764,3
35765,1
35766,1
35767,1
35768,3
35769,1
35770,1
35771,4
35772,4
35774,1
35775,3
35776,1
35777,1
35778,1
35779,1
35780,5
35781,2
35782,3
35783,1
35784,1
35785,2
35786,3
35787,3
35788,3
35789,4
35790,2
35791,1
35792,2
35793,2
35794,3
35795,2
35796,2
35797,2
35798,2
35799,1
35800,2
35801,1
35802,1
35803,1
35804,1
35805,1
35806,5
35807,2
35809,4
35810,2
35811,1
35812,1
35813,4
35814,1
35815,3
35816,1
35817,4
35818,3
35819,4
35820,2
35821,2
35822,2
35823,1
35824,1
35825,5
35826,1
35828,1
35829,1
35830,1
35831,1
35832,2
35833,1
35834,4
35835,2
35836,2
35837,3
35838,2
35839,1
35840,4
35841,2
35842,2
35843,2
35844,2
35845,1
35846,5
35847,1
35848,2
35849,3
35850,1
35852,1
35853,2
35854,5
35855,3
35856,4
35857,2
35858,1
35859,2
35860,4
35861,2
35862,3
35863,2
35864,2
35865,4
35866,2
35867,1
35868,5
35869,1
35870,1
35871,2
35872,2
35874,2
35875,1
35876,2
35877,2
35878,5
35879,2
35880,2
35881,4
35882,5
35883,1
35884,3
35885,4
35886,1
35887,2
35888,1
35889,5
35890,1
35891,2
35892,2
35893,3
35894,2
35895,1
35896,4
35897,1
35898,1
35899,4
35900,5
35901,1
35902,1
35903,3
35904,3
35905,1
35906,1
35907,1
35908,5
35909,2
35910,2
35911,5
35912,1
35913,2
35914,1
35915,3
35916,2
35917,1
35918,1
35919,2
35921,3
35922,2
35923,3
35924,5
35925,2
35926,3
35927,3
35928,2
35929,3
35930,3
35931,2
35932,3
35933,3
35934,2
35935,2
35936,3
35937,4
35938,1
35939,1
35940,3
35941,2
35942,3
35943,1
35946,2
35947,1
35948,5
35950,2
35951,3
35953,3
35954,2
35955,1
35956,3
35957,1
35958,1
35959,1
35960,1
35961,1
35962,2
35963,3
35964,1
35965,3
35966,1
35968,1
35969,2
35970,2
35971,1
35972,3
35974,1
35975,3
35976,1
35977,3
35978,4
35980,2
35981,2
35982,1
35983,2
35984,1
35985,1
35986,2
35987,1
35988,5
35989,4
35990,3
35991,1
35992,2
35993,2
35995,1
35996,3
35997,1
35998,2
35999,4
36000,5
36001,2
36002,2
36003,2
36004,1
36005,1
36006,2
36007,2
36008,4
36009,1
36010,2
36011,1
36012,1
36013,2
36014,3
36015,4
36016,2
36017,2
36018,1
36019,1
36020,2
36021,1
36022,2
36023,1
36024,3
36025,5
36026,2
36028,3
36029,3
36030,2
36031,3
36032,1
36033,1
36034,2
36035,5
36036,2
36037,3
36038,3
36039,1
36040,2
36041,1
36042,2
36043,5
36044,1
36045,2
36046,1
36047,2
36048,4
36049,3
36050,3
36051,5
36052,3
36053,3
36054,1
36055,3
36056,5
36057,1
36058,4
36059,2
36060,2
36061,3
36062,1
36063,2
36064,1
36065,1
36066,4
36067,2
36069,1
36070,5
36071,3
36072,2
36074,2
36075,2
36076,5
36077,5
36078,1
36079,2
36080,1
36081,5
36082,1
36083,2
36084,1
36085,3
36086,1
36087,2
36088,1
36089,2
36090,1
36091,1
36092,3
36093,2
36094,1
36095,2
36096,3
36097,1
36098,1
36099,1
36100,4
36101,3
36102,3
36103,2
36104,2
36105,1
36106,2
36107,4
36108,3
36109,3
36110,2
36111,1
36112,1
36113,1
36115,5
36116,2
36117,4
36119,2
36120,2
36121,1
36122,1
36123,1
36124,2
36125,2
36126,1
36127,1
36129,3
36130,4
36131,3
36132,3
36133,1
36135,4
36136,3
36137,2
36138,5
36139,1
36140,2
36141,1
36142,2
36143,1
36144,3
36145,1
36146,1
36147,2
36148,1
36149,3
36150,2
36151,1
36152,2
36153,3
36154,5
36155,4
36156,3
36157,1
36158,2
36159,3
36160,1
36161,2
36162,5
36163,4
36164,4
36165,3
36166,2
36167,1
36168,4
36169,3
36170,1
36171,2
36172,2
36173,1
36174,1
36175,1
36177,2
36178,1
36179,3
36180,2
36181,3
36182,2
36184,2
36185,2
36186,4
36187,2
36188,4
36189,1
36190,1
36191,1
36192,2
36194,1
36195,3
36196,2
36197,2
36198,3
36199,3
36200,5
36201,3
36202,3
36203,1
36204,2
36205,2
36206,5
36207,1
36209,1
36210,1
36211,1
36212,1
36213,2
36214,2
36215,1
36217,3
36218,5
36219,2
36220,3
36221,1
36222,5
36223,2
36224,2
36225,5
36227,2
36228,2
36229,1
36230,1
36231,1
36232,1
36233,2
36234,2
36235,1
36236,2
36237,1
36238,3
36239,1
36240,1
36241,1
36242,5
36243,4
36244,2
36245,3
36246,1
36247,1
36248,1
36249,2
36250,5
36251,4
36252,2
36253,3
36254,5
36255,4
36256,5
36257,4
36258,1
36259,1
36260,1
36261,1
36262,1
36263,1
36264,2
36265,2
36266,1
36267,3
36268,1
36269,3
36270,1
36271,2
36272,1
36273,1
36274,4
36276,2
36277,2
36278,4
36279,2
36280,2
36281,3
36282,2
36283,1
36284,1
36285,1
36287,4
36289,1
36290,5
36291,5
36292,5
36293,1
36295,2
36296,4
36297,2
36298,1
36299,3
36300,2
36302,4
36303,1
36304,2
36305,4
36306,3
36307,1
36308,2
36309,2
36310,4
36312,2
36313,1
36314,2
36315,3
36316,3
36317,5
36318,1
36319,2
36320,2
36321,3
36322,3
36323,5
36324,2
36325,3
36326,3
36327,1
36328,2
36329,1
36330,5
36331,2
36332,2
36333,4
36334,4
36336,2
36337,3
36338,2
36339,1
36340,1
36341,3
36342,4
36343,5
36344,2
36346,4
36348,3
36349,3
36350,2
36351,1
36352,4
36353,1
36354,4
36355,2
36356,2
36357,1
36358,1
36359,1
36360,1
36361,2
36362,3
36363,1
36364,2
36365,1
36366,1
36367,1
36368,5
36369,1
36370,1
36371,3
36372,3
36373,1
36374,2
36375,1
36376,1
36377,2
36378,1
36379,2
36380,4
36382,2
36383,3
36384,4
36385,2
36386,2
36387,5
36388,3
36389,1
36390,3
36391,1
36392,1
36393,1
36394,3
36395,2
36396,5
36397,2
36398,1
36399,4
36400,1
36401,2
36402,1
36403,2
36404,2
36405,1
36406,1
36407,2
36408,5
36409,1
36410,3
36411,2
36412,2
36414,2
36415,2
36417,3
36418,5
36419,2
36420,5
36421,1
36423,2
36424,1
36425,1
36426,1
36427,1
36428,1
36429,3
36430,1
36431,4
36432,2
36433,1
36434,3
36435,1
36436,2
36437,5
36438,2
36439,3
36440,1
36441,1
36442,5
36443,4
36444,1
36445,2
36446,4
36447,2
36448,1
36449,1
36450,3
36451,1
36452,3
36453,2
36454,1
36455,2
36456,1
36457,3
36458,5
36459,3
36460,1
36461,1
36465,2
36466,1
36467,1
36468,1
36469,4
36470,2
36471,4
36472,1
36473,2
36475,2
36476,2
36477,4
36478,3
36479,3
36480,3
36482,2
36483,2
36484,4
36485,2
36486,3
36488,3
36489,2
36492,2
36493,4
36494,2
36495,4
36496,1
36497,2
36500,2
36501,3
36502,3
36503,1
36504,4
36505,2
36506,3
36508,1
36509,3
36511,3
36512,2
36513,2
36514,1
36515,2
36516,4
36517,4
36518,2
36519,2
36520,2
36521,2
36522,1
36523,4
36525,1
36526,1
36527,1
36528,2
36529,4
36530,2
36531,2
36532,3
